Last_name,Name,Gender,Date_birth,Position,City,Address,Phone,Email
Зінченко,Феофан,Male,1994-08-10,Програміст,село Шахтарськ,"шосе Юзефа Крашевського, буд. 652, Буськ, 30109",062 126 52 71,rubanbohuslav@example.com
Полтавець,Златослава,Female,1967-05-25,Гірничий інженер,селище Біляївка,"набережна Злакова, буд. 9, Вільнянськ, 43866",+380 70 614 51 54,rozaliiakarmaliuk@example.org
Наливайко,Валентин,Male,1962-07-06,Музикант,місто Хутір-Михайлівський,"сквер Миколи Міхновського, буд. 161, Березне, 07988",+380 96 666-42-39,valentynradchenko@example.net
Жученко,Едуард,Male,1994-12-14,Мірошник,місто Кіцмань,"сквер Городня, буд. 016, Тлумач, 47561",+380 90 165 11 85,hlibiashchenko@example.net
Ємельяненко,Володимир,Male,1970-07-09,Продюсер,хутір Кремінна,"сквер Цесевича, буд. 4, Горлівка, 32355",+380 50 664-03-92,vlasenkoborys@example.net
Ящук,Владислав,Male,1976-06-27,Локсмайстер,хутір Южноукраїнськ,"площа Івана Вазова, буд. 8 кв. 0, Сокаль, 32021",588-46-54,ghavrylyshyn@example.com
Дейнеко,Любов,Female,1941-01-25,Музикант,хутір Гадяч,"парк Миколи Леонтовича, буд. 52 кв. 051, Умань, 22515",036 316 08 69,ovsiienkobohuslava@example.org
Сагаль,Гаврило,Male,1963-08-19,Живописець,хутір Вінниця,"набережна Лінійний, буд. 316 кв. 17, Селидове, 62443",+380 98 385-19-70,kovpakpriska@example.net
Чарниш,Амвросій,Male,1989-09-21,Актор,місто Молочанськ,"проспект Шкіперська, буд. 169, Баранівка, 59640",+380 54 446 09 80,zorianpryimak@example.org
Аверченко,Юстина,Female,2003-07-12,Складальник,хутір Олександрівськ,"парк Стражеска Миколи, буд. 8, Сміла, 36320",+380 60 373 82 01,otaran@example.net
Носаченко,Тетяна,Female,2007-12-06,Локсмайстер,хутір Баштанка,"площа Головна, буд. 79, Здолбунів, 38328",+380 14 063-11-49,solomiia11@example.net
Іваненко,Ярослав,Male,1958-05-12,Дипломат,місто Дебальцеве,"провулок Роздольна, буд. 488 кв. 9, Судова Вишня, 68168",+380 97 893-11-66,iustym08@example.com
Бездітко,Василина,Female,1998-07-30,Нотаріус,село Чорноморськ,"узвіз Мерло, буд. 99, Гола Пристань, 29054",+380 41 633-04-68,danylohavrylets@example.org
Рябець,Тарас,Male,2004-12-10,Економіст,хутір Петрово-Красносілля,"проспект Амундсена, 3-й, буд. 394 кв. 168, Суми, 08974",+380 89 914-66-08,alevtynievdokymenko@example.org
Іваненко,Роксолана,Female,1973-07-09,Пекар,село Новгород-Сіверський,"проспект Художника Федорова, буд. 826, Попасна, 34535",034 033 09 10,vderhach@example.com
Прокопович,Лесь,Male,1968-01-25,Агроном,місто Лохвиця,"парк Проїзний 3-й, буд. 8, Шахтарськ, 74065",+380 (31) 502-12-73,jvernydub@example.com
Дараган,Ілля,Male,1981-05-02,Літературознавець,місто Біла Церква,"провулок Ольгіївська, буд. 6 кв. 6, Кремінна, 86148",088 847 21 53,klavdiiakolisnychenko@example.com
Єрьоменко,Альбіна,Female,1970-12-23,Ювелір,село Ірміно,"вулиця 8-ма Лінія 6-й ст. Люстдорфської дороги, буд. 5, Дружківка, 97068",118 83 93,solomon69@example.org
Хоменко,Ярема,Male,1943-06-15,Електротехнік,хутір Шахтарське,"сквер Госпітальєрів, буд. 72, Рені, 67087",+380 81 316-76-03,hordii03@example.net
Вовк,Назар,Male,1943-03-31,Геофізик,селище Нове Давидково,"площа Чорноморський 5-й, буд. 08 кв. 6, Дубляни, 38593",+380 (29) 504-77-68,babychhlib@example.net
Джунь,Емілія,Female,2007-09-23,Геофізик,селище Лисичанськ,"сквер Деревообробна, буд. 55 кв. 60, Бобровиця, 42339",+380 (60) 153-72-59,hfurs@example.com
Лубенець,Камілла,Female,1980-04-08,Стоматолог,хутір Каховка,"провулок Березовий, буд. 40, Кам'янка (Черкаська область), 46895",+380 77 233 93 78,yabramchuk@example.com
Калениченко,Богуслава,Female,1968-01-28,Фізик,місто Корсунь-Шевченківський,"парк Творча, буд. 67, Корець, 99020",+380 94 909-58-41,spaschuiko@example.com
Жарко,Маруся,Female,1982-06-24,Письменник,село Покров,"набережна Шоста, буд. 4 кв. 70, Золотоноша, 25721",+380 (01) 494-53-95,vitalii66@example.net
Щербань,Ярослава,Female,1954-09-11,Модельєр,місто Ірміно,"набережна Кордонна, буд. 22, Новоград-Волинський, 55608",+380 (31) 053-80-14,lazarenkopanas@example.net
Вдовенко,Михайлина,Female,1983-03-23,Дерун,місто Рівне,"набережна Проїзний 2-й, буд. 47 кв. 226, Хмельницький, 26673",+380 63 305-63-84,bazylevskyiolha@example.net
Барабаш,Аркадій,Male,1960-06-17,Історик,хутір Боярка,"вулиця Шоста, буд. 107 кв. 81, Курахове, 06831",+380 94 869-37-01,liza29@example.net
Михайлюк,Оксенія,Female,1961-12-09,Петрограф,село Мостиська,"провулок Лиманний, буд. 8 кв. 800, Ізяслав, 14880",+380 46 530-65-11,panteleimonvertyporokh@example.org
Свириденко,Іван,Male,1940-07-22,Електрослюсар,селище Мелітополь,"набережна Олександра Богомольця, буд. 9, Василівка, 99516",081 814 67 63,hanna09@example.org
Бевзенко,Віолетта,Female,1999-04-17,Професор,місто Дергачі,"узвіз Миколи Кравченка, буд. 48 кв. 31, Копичинці, 02909",030 551 54 14,liudmyla36@example.org
Палій,Симон,Male,1989-03-13,Будник,село Тульчин,"площа Шовкуненка, буд. 78 кв. 22, Яворів, 99053",+380 45 373-48-24,baranetsazar@example.com
Жук,Владислав,Male,1964-09-12,Мовознавець,місто Сорокине,"узвіз Надії Пучковської, буд. 1, Олевськ, 32525",+380 (63) 546-13-36,martaorobets@example.org
Доценко,Галина,Female,1984-03-03,Співак,місто Олешки,"площа Пішонівська, буд. 8, Кремінна, 85192",387 62 96,xchornovil@example.org
Товстуха,Златослава,Female,1948-04-04,Кушнір,село Тальне,"провулок Строганов міст, буд. 3, Чорнобиль, 54410",806 65 16,amaliiakovaliuk@example.com
Дерегус,Трохим,Male,2005-04-04,Доцент,селище Біляївка,"проспект Академічний, буд. 702 кв. 80, Семенівка, 29257",161 08 59,xmasliak@example.com
Дрозд,Болеслав,Male,1979-12-27,Мірошник,хутір Українка,"провулок Садова, буд. 076, Борзна, 15461",980 79 59,okseniia36@example.com
Бабій,Амвросій,Male,1944-12-31,Науковець,місто Миколаїв,"парк Василя Данилевича, буд. 0, Ямпіль, 37336",+380 18 519-56-57,iaroslavchalenko@example.net
Дрозд,Симон,Male,1949-12-25,Намотувальник,село Сіверськ,"парк Дев’ята, буд. 62 кв. 63, Лиман, 08289",+380 29 782-34-96,drozdenkoamvrosii@example.org
Хомик,Емілія,Female,1955-02-18,Диригент,хутір Ічня,"парк Вокзальний, буд. 67 кв. 00, Щастя, 42820",513-35-37,liubovzatovkaniuk@example.net
Вакарчук,Ігор,Male,1972-04-24,Парфюмер,село Берестечко,"вулиця Садова 3-тя, буд. 579 кв. 736, Пустомити, 59158",052 319 48 98,arkadiivakulenko@example.com
Фаренюк,Ольга,Female,1973-09-12,Кінокритик,село Горішні Плавні,"сквер Пироговська, буд. 0, Торецьк, 64855",501-75-23,korzhtaras@example.com
Деркач,Марта,Female,1980-10-05,Гірничий інженер,село Білогірськ,"парк Льва Симиренка, буд. 8 кв. 5, Златопіль, 57969",737 39 21,frantspetryk@example.net
Данько,Дарина,Female,1984-10-28,Ріелтор,хутір Заводське,"парк Матроська Слободка , буд. 245 кв. 743, Тисмениця, 89416",+380 02 626 27 88,isaievychbohodar@example.com
Ісаєнко,Оксана,Female,1979-05-16,Електротехнік,місто Зимогір'я,"шосе Лиманчик 2-й Лінія 9-та, буд. 3, Луцьк, 95133",+380 46 172 38 94,alesyk@example.net
Зайченко,Лукʼян,Male,1992-11-29,Кіноактор,селище Камінь-Каширський,"сквер Коцюбинського, буд. 0 кв. 69, Кодима, 97955",454-97-71,ievaorlyk@example.org
Бараник,Олена,Female,1942-12-03,Епідеміолог,хутір Горлівка,"парк Палубний, буд. 0 кв. 142, Миронівка, 91849",+380 (67) 851-93-67,tsych@example.org
Слюсар,Петро,Male,1977-09-01,Архітектор,хутір Мукачево,"площа Аеропортівська, буд. 825 кв. 173, Часів Яр, 96508",+380 (60) 314-49-20,tbevzenko@example.org
Рябошапка,Адам,Male,1970-01-08,Швачка,селище Валки,"узвіз Різовська, буд. 7, Луганськ, 90131",+380 56 535-55-22,olha71@example.com
Чміль,Захар,Male,1939-06-29,Єгер,хутір Покров,"узвіз Михайла Омеляновича-Павленка, буд. 1, Сіверськодонецьк, 69027",+380 (54) 075-96-07,albert87@example.com
